year,region,country,attack_type,group_name,killed,wounded,total_casualties,target_type,weapon_type,success,latitude,longitude
2012,Europe,Turkey,Bombing/Explosion,Liberation Front Alpha,11,40,51,Business,Unknown,1,40.2006,33.3353
2012,Americas,Mexico,Assassination,Northern Covenant,4,0,4,Religious,Chemical,1,21.0052,-80.9336
2012,Americas,Mexico,Armed Assault,Northern Covenant,20,14,34,Religious,Explosives,1,17.6981,-68.5265
2012,South Asia,Bangladesh,Facility Attack,Black Sun Collective,4,1,5,Business,Melee,1,33.1978,77.6209
2012,Europe,Kosovo,Armed Assault,Silent Thunder,0,10,10,Business,Firearms,1,43.5999,16.8718
2012,Southeast Asia,Thailand,Bombing/Explosion,Black Sun Collective,18,6,24,Military,Unknown,1,21.3077,96.7767
2012,South Asia,Bangladesh,Facility Attack,Frontier Guard,4,14,18,Military,Firearms,1,12.1455,78.0562
2012,South Asia,Nepal,Bombing/Explosion,Frontier Guard,32,70,102,Religious,Melee,1,18.4375,85.4235
2012,South Asia,Sri Lanka,Armed Assault,Grey Wolf Alliance,3,4,7,Government,Unknown,1,16.5142,83.2822
2012,Americas,Colombia,Hostage Taking,Iron Vanguard,1,0,1,Business,Chemical,1,18.2084,-82.5294
2012,Southeast Asia,Indonesia,Bombing/Explosion,Black Sun Collective,1,8,9,Government,Unknown,1,9.6257,124.6388
2012,Middle East,Lebanon,Armed Assault,Eastern Resistance,4,4,8,Government,Chemical,1,33.2269,61.0997
2012,South Asia,India,Bombing/Explosion,Free Sons Movement,7,9,16,Religious,Unknown,1,23.5752,76.7012
2012,Europe,Kosovo,Armed Assault,Silent Thunder,0,12,12,Government,Unknown,1,49.2393,36.0581
2012,Africa,DRC,Armed Assault,Crimson Path,7,12,19,Police,Melee,0,-2.9227,13.2362
2012,South Asia,Bangladesh,Bombing/Explosion,Silent Thunder,3,9,12,Police,Vehicle,1,10.7031,86.7421
2012,Americas,Honduras,Facility Attack,Shadow Front,4,6,10,Business,Vehicle,1,22.4079,-73.3111
2012,Middle East,Pakistan,Facility Attack,Crimson Path,3,3,6,Military,Unknown,0,31.4831,39.4067
2012,Africa,Ethiopia,Facility Attack,Free Sons Movement,12,3,15,Police,Unknown,0,3.6826,35.2204
2012,Americas,Honduras,Bombing/Explosion,Storm Seekers,10,30,40,Civilians,Vehicle,1,17.5624,-70.5592
2012,South Asia,Sri Lanka,Bombing/Explosion,Silent Thunder,14,11,25,Police,Melee,1,31.9374,87.2455
2012,Central Asia,Tajikistan,Armed Assault,Eastern Resistance,4,18,22,Civilians,Unknown,1,47.7358,68.7305
2012,Africa,Mozambique,Assassination,Crimson Path,0,0,0,Business,Unknown,1,14.841,16.7002
2012,Southeast Asia,Thailand,Hostage Taking,Iron Vanguard,0,2,2,Government,Melee,0,7.925,109.9951
2012,Africa,Mali,Armed Assault,Liberation Front Alpha,0,57,57,Business,Melee,1,13.0485,30.4625
2012,Europe,Russia,Hostage Taking,Crimson Path,0,6,6,Police,Firearms,1,48.4888,23.7648
2012,Africa,Sudan,Unarmed Assault,Grey Wolf Alliance,8,2,10,Religious,Melee,1,-0.2553,19.9369
2012,Southeast Asia,Thailand,Hostage Taking,Iron Vanguard,0,0,0,Civilians,Chemical,1,15.514,97.2781
2012,Southeast Asia,Indonesia,Facility Attack,Unknown Cell,1,9,10,Police,Firearms,1,14.0581,106.9027
2012,Middle East,Lebanon,Facility Attack,Northern Covenant,1,3,4,Police,Melee,1,36.6197,45.3913
2012,Central Asia,Kazakhstan,Bombing/Explosion,Free Sons Movement,10,66,76,Religious,Firearms,1,40.7379,72.4174
2012,South Asia,Sri Lanka,Facility Attack,Northern Covenant,1,0,1,Civilians,Vehicle,1,13.6152,68.298
2012,Central Asia,Kyrgyzstan,Armed Assault,Black Sun Collective,0,28,28,Military,Vehicle,1,43.5123,73.5213
2012,Central Asia,Kyrgyzstan,Assassination,Desert Storm Faction,2,0,2,Religious,Unknown,1,47.0234,70.8066
2012,Central Asia,Tajikistan,Facility Attack,Northern Covenant,0,2,2,Government,Melee,1,41.6451,78.8826
2012,Americas,Peru,Bombing/Explosion,Northern Covenant,2,76,78,Business,Unknown,1,22.1989,-65.3436
2012,Americas,Mexico,Bombing/Explosion,Free Sons Movement,27,16,43,Business,Chemical,1,15.7072,-87.3798
2012,South Asia,Nepal,Hostage Taking,Desert Storm Faction,2,0,2,Business,Unknown,0,29.348,73.3751
2012,Central Asia,Kazakhstan,Armed Assault,Red Crescent Brigade,10,23,33,Civilians,Vehicle,1,42.3618,79.2975
2012,Americas,El Salvador,Assassination,Iron Vanguard,0,4,4,Religious,Explosives,0,14.5325,-72.3423
2012,Africa,Somalia,Unarmed Assault,Silent Thunder,1,1,2,Business,Melee,1,18.6838,33.2883
2012,Europe,Kosovo,Hostage Taking,Grey Wolf Alliance,0,0,0,Religious,Firearms,0,42.5824,26.3028
2012,Southeast Asia,Thailand,Armed Assault,Crimson Path,10,33,43,Business,Chemical,1,13.6352,107.2143
2012,Southeast Asia,Thailand,Facility Attack,Crimson Path,4,14,18,Civilians,Chemical,1,17.8259,112.6234
2012,Americas,Colombia,Armed Assault,Crimson Path,13,2,15,Military,Unknown,1,8.8924,-65.5055
2012,Central Asia,Kazakhstan,Bombing/Explosion,Black Sun Collective,11,3,14,Business,Vehicle,1,41.3179,66.4124
2013,Southeast Asia,Indonesia,Facility Attack,Iron Vanguard,5,22,27,Government,Vehicle,1,7.3547,105.2989
2013,Africa,Sudan,Hostage Taking,Northern Covenant,0,1,1,Government,Melee,1,-0.3858,22.8457
2013,Southeast Asia,Philippines,Armed Assault,Grey Wolf Alliance,8,10,18,Civilians,Explosives,1,5.3468,113.1848
2013,Southeast Asia,Thailand,Bombing/Explosion,Black Sun Collective,8,11,19,Government,Explosives,0,13.9951,95.1398
2013,Middle East,Pakistan,Assassination,Red Crescent Brigade,0,0,0,Business,Explosives,0,26.4503,54.0053
2013,South Asia,Nepal,Bombing/Explosion,Unknown Cell,0,23,23,Police,Unknown,0,23.5927,81.7756
2013,Southeast Asia,Myanmar,Armed Assault,Crimson Path,0,24,24,Civilians,Vehicle,1,5.6592,111.1277
2013,Central Asia,Tajikistan,Unarmed Assault,Unknown Cell,2,5,7,Civilians,Explosives,1,39.8042,72.7773
2013,Europe,Russia,Assassination,Grey Wolf Alliance,1,2,3,Police,Chemical,0,51.2538,38.2152
2013,Central Asia,Tajikistan,Unarmed Assault,Northern Covenant,8,0,8,Police,Unknown,1,41.3834,70.4854
2013,South Asia,Bangladesh,Bombing/Explosion,Unknown Cell,5,40,45,Religious,Explosives,0,31.9492,87.4618
2013,Southeast Asia,Philippines,Facility Attack,Frontier Guard,0,0,0,Religious,Explosives,1,10.4494,110.8201
2013,Americas,Honduras,Armed Assault,Crimson Path,3,1,4,Military,Chemical,1,10.6512,-86.6131
2013,Africa,Ethiopia,Armed Assault,Grey Wolf Alliance,7,3,10,Police,Vehicle,1,-4.4041,13.3382
2013,Americas,El Salvador,Armed Assault,Shadow Front,18,18,36,Military,Melee,0,18.978,-76.8112
2013,Middle East,Afghanistan,Unarmed Assault,Silent Thunder,3,4,7,Civilians,Unknown,0,31.0562,54.587
2013,Americas,Colombia,Bombing/Explosion,Free Sons Movement,35,6,41,Religious,Melee,1,12.0353,-76.5559
2013,Central Asia,Tajikistan,Hostage Taking,Shadow Front,2,2,4,Military,Chemical,0,43.0875,75.217
2013,Middle East,Yemen,Unarmed Assault,Northern Covenant,4,3,7,Business,Firearms,0,24.9485,41.9046
2013,Southeast Asia,Philippines,Bombing/Explosion,Shadow Front,5,14,19,Military,Vehicle,1,16.7196,122.7294
2013,Southeast Asia,Thailand,Hijacking,Shadow Front,1,0,1,Military,Vehicle,0,11.3203,120.1336
2013,South Asia,Sri Lanka,Assassination,Free Sons Movement,3,0,3,Religious,Melee,0,18.9939,81.693
2013,Africa,Mali,Unarmed Assault,Black Sun Collective,0,0,0,Police,Unknown,0,1.8154,32.089
2013,Europe,Bosnia,Facility Attack,Storm Seekers,0,5,5,Religious,Firearms,0,45.8586,30.0032
2013,Europe,Ukraine,Assassination,Iron Vanguard,0,13,13,Civilians,Vehicle,1,48.274,16.7631
2013,South Asia,Bangladesh,Bombing/Explosion,Storm Seekers,15,4,19,Religious,Chemical,1,32.5311,74.156
2013,Southeast Asia,Indonesia,Bombing/Explosion,Iron Vanguard,21,61,82,Police,Melee,1,14.6918,98.2548
2013,Central Asia,Kazakhstan,Unarmed Assault,Shadow Front,4,0,4,Police,Chemical,0,40.0079,72.7734
2013,Europe,Ukraine,Bombing/Explosion,Crimson Path,40,42,82,Civilians,Explosives,1,42.2137,34.0635
2013,South Asia,Bangladesh,Assassination,Storm Seekers,0,0,0,Business,Vehicle,0,19.4926,86.459
2013,Central Asia,Kazakhstan,Hostage Taking,Liberation Front Alpha,0,0,0,Government,Unknown,1,43.688,79.2288
2013,South Asia,Nepal,Armed Assault,Grey Wolf Alliance,14,5,19,Civilians,Unknown,1,17.8809,90.7237
2013,South Asia,Sri Lanka,Assassination,Iron Vanguard,4,2,6,Military,Melee,0,19.4107,88.9121
2013,Americas,Honduras,Bombing/Explosion,Storm Seekers,3,4,7,Civilians,Firearms,1,24.2835,-88.5822
2013,Europe,Turkey,Armed Assault,Shadow Front,6,17,23,Military,Chemical,1,48.689,23.0414
2013,Middle East,Lebanon,Bombing/Explosion,Frontier Guard,27,8,35,Civilians,Vehicle,1,24.7594,47.2383
2013,Central Asia,Kazakhstan,Hostage Taking,Unknown Cell,0,0,0,Police,Explosives,1,38.7392,74.7329
2013,Americas,El Salvador,Bombing/Explosion,Eastern Resistance,20,2,22,Business,Chemical,1,23.2048,-84.0583
2013,Africa,DRC,Hijacking,Grey Wolf Alliance,0,1,1,Government,Unknown,1,17.9857,14.9004
2013,South Asia,Sri Lanka,Bombing/Explosion,Unknown Cell,49,10,59,Military,Unknown,1,33.1516,91.9794
2013,Africa,Nigeria,Armed Assault,Grey Wolf Alliance,2,12,14,Military,Melee,1,6.4983,32.7419
2013,Europe,Russia,Facility Attack,Eastern Resistance,4,3,7,Religious,Melee,1,44.8695,37.0905
2013,Europe,Kosovo,Unarmed Assault,Silent Thunder,7,8,15,Business,Vehicle,1,43.9121,24.9721
2013,South Asia,Sri Lanka,Bombing/Explosion,Crimson Path,4,7,11,Business,Firearms,1,32.6481,85.5034
2013,Africa,Mozambique,Armed Assault,Eastern Resistance,5,17,22,Civilians,Vehicle,1,2.6725,22.5705
2013,Americas,El Salvador,Armed Assault,Unknown Cell,0,14,14,Military,Chemical,1,8.9882,-81.5579
2013,Southeast Asia,Indonesia,Unarmed Assault,Black Sun Collective,3,1,4,Business,Vehicle,1,12.5307,115.8191
2013,Southeast Asia,Myanmar,Bombing/Explosion,Frontier Guard,20,76,96,Military,Unknown,1,18.0771,114.2371
2013,South Asia,Bangladesh,Armed Assault,Liberation Front Alpha,0,4,4,Business,Firearms,0,11.3944,90.3501
2013,Central Asia,Kyrgyzstan,Armed Assault,Iron Vanguard,4,27,31,Civilians,Unknown,0,44.7619,76.8044
2013,Middle East,Iraq,Armed Assault,Red Crescent Brigade,26,7,33,Military,Explosives,1,35.7234,41.8872
2013,Africa,Somalia,Armed Assault,Silent Thunder,11,9,20,Military,Melee,1,15.7064,25.2028
2013,Africa,Libya,Bombing/Explosion,Iron Vanguard,13,8,21,Business,Chemical,1,17.014,15.2242
2013,Americas,El Salvador,Bombing/Explosion,Free Sons Movement,4,9,13,Military,Chemical,1,18.9973,-82.9691
2013,Middle East,Lebanon,Unarmed Assault,Eastern Resistance,2,0,2,Police,Vehicle,1,24.5119,61.5267
2013,Europe,Russia,Hostage Taking,Frontier Guard,2,0,2,Business,Chemical,1,49.8154,38.2736
2013,South Asia,Bangladesh,Unarmed Assault,Iron Vanguard,0,3,3,Government,Vehicle,0,22.7364,89.2545
2013,Middle East,Syria,Bombing/Explosion,Unknown Cell,22,2,24,Religious,Melee,1,35.9179,39.2182
2013,South Asia,Nepal,Bombing/Explosion,Frontier Guard,6,93,99,Business,Explosives,1,33.5728,79.874
2013,Europe,Russia,Armed Assault,Unknown Cell,2,4,6,Civilians,Melee,1,43.363,28.0108
2013,Europe,Bosnia,Unarmed Assault,Black Sun Collective,5,0,5,Government,Explosives,1,48.4062,21.5778
2013,Middle East,Afghanistan,Hostage Taking,Red Crescent Brigade,0,0,0,Business,Unknown,1,25.0432,51.9869
2013,Middle East,Lebanon,Assassination,Shadow Front,0,1,1,Religious,Melee,1,35.759,47.0205
2013,Southeast Asia,Thailand,Assassination,Black Sun Collective,0,1,1,Police,Melee,1,13.7139,124.8096
2013,Southeast Asia,Thailand,Bombing/Explosion,Desert Storm Faction,0,41,41,Civilians,Melee,1,14.3905,109.6649
2013,Europe,Ukraine,Facility Attack,Red Crescent Brigade,2,4,6,Civilians,Melee,0,50.7498,15.5752
2013,South Asia,India,Bombing/Explosion,Free Sons Movement,40,28,68,Civilians,Explosives,1,28.8379,86.693
2013,Middle East,Lebanon,Bombing/Explosion,Storm Seekers,0,77,77,Police,Melee,0,32.027,40.5311
2013,Southeast Asia,Thailand,Facility Attack,Unknown Cell,1,0,1,Religious,Explosives,1,5.9548,99.1614
2013,Middle East,Syria,Bombing/Explosion,Shadow Front,26,18,44,Religious,Explosives,1,34.2907,42.7592
2013,Middle East,Yemen,Armed Assault,Eastern Resistance,4,3,7,Business,Chemical,1,34.6282,56.5389
2013,Southeast Asia,Myanmar,Armed Assault,Red Crescent Brigade,6,3,9,Business,Unknown,1,19.7051,96.838
2014,Middle East,Syria,Hijacking,Silent Thunder,2,0,2,Civilians,Melee,1,31.046,64.209
2014,Southeast Asia,Philippines,Bombing/Explosion,Free Sons Movement,38,22,60,Business,Melee,1,8.8712,106.84
2014,Africa,Ethiopia,Armed Assault,Northern Covenant,14,14,28,Business,Melee,1,1.2737,21.0323
2014,Middle East,Lebanon,Unarmed Assault,Iron Vanguard,3,1,4,Police,Unknown,1,33.8059,37.8749
2014,Africa,Nigeria,Assassination,Shadow Front,0,0,0,Religious,Vehicle,1,14.1108,32.9155
2014,Southeast Asia,Philippines,Armed Assault,Frontier Guard,15,20,35,Government,Melee,1,15.2936,123.7789
2014,Southeast Asia,Thailand,Armed Assault,Eastern Resistance,4,1,5,Government,Unknown,0,11.2975,104.0074
2014,Americas,Mexico,Bombing/Explosion,Eastern Resistance,8,26,34,Government,Firearms,1,12.0579,-78.3764
2014,Central Asia,Tajikistan,Armed Assault,Black Sun Collective,4,18,22,Civilians,Vehicle,1,39.4208,76.2583
2014,Central Asia,Kazakhstan,Facility Attack,Shadow Front,30,1,31,Police,Vehicle,0,44.3219,70.9913
2014,Central Asia,Kyrgyzstan,Unarmed Assault,Black Sun Collective,1,2,3,Police,Firearms,1,39.8391,66.4227
2014,South Asia,Nepal,Armed Assault,Free Sons Movement,2,2,4,Business,Explosives,1,12.1162,87.9147
2014,Africa,Mali,Bombing/Explosion,Red Crescent Brigade,1,58,59,Police,Chemical,1,5.8214,40.3146
2014,Southeast Asia,Philippines,Armed Assault,Desert Storm Faction,4,8,12,Military,Explosives,1,10.4958,109.301
2014,South Asia,Bangladesh,Facility Attack,Liberation Front Alpha,12,11,23,Religious,Vehicle,1,32.8783,83.1562
2014,Africa,Ethiopia,Assassination,Crimson Path,0,2,2,Religious,Chemical,1,2.0474,33.1922
2014,Central Asia,Kazakhstan,Armed Assault,Northern Covenant,4,19,23,Government,Vehicle,1,42.4708,71.255
2014,Southeast Asia,Myanmar,Unarmed Assault,Desert Storm Faction,3,5,8,Business,Melee,0,20.3313,109.2856
2014,Africa,DRC,Assassination,Unknown Cell,0,4,4,Military,Firearms,0,14.5399,28.3128
2014,Southeast Asia,Myanmar,Facility Attack,Grey Wolf Alliance,0,1,1,Civilians,Firearms,1,12.9858,95.5819
2014,Europe,Russia,Assassination,Silent Thunder,0,0,0,Government,Explosives,1,45.5523,37.5108
2014,Middle East,Yemen,Armed Assault,Free Sons Movement,2,21,23,Civilians,Firearms,0,27.5907,40.1494
2014,Europe,Russia,Bombing/Explosion,Red Crescent Brigade,53,9,62,Government,Explosives,1,49.898,27.0638
2014,Africa,Mozambique,Hijacking,Northern Covenant,0,0,0,Business,Chemical,0,0.0015,35.9433
2014,Americas,Colombia,Bombing/Explosion,Desert Storm Faction,5,0,5,Military,Explosives,1,8.8989,-70.0288
2014,Central Asia,Tajikistan,Armed Assault,Shadow Front,20,2,22,Religious,Explosives,1,40.0424,69.4416
2014,Southeast Asia,Indonesia,Bombing/Explosion,Black Sun Collective,9,0,9,Business,Vehicle,1,21.8807,108.4006
2014,South Asia,Bangladesh,Hostage Taking,Frontier Guard,1,1,2,Police,Explosives,0,19.8545,72.7467
2014,Africa,Sudan,Assassination,Grey Wolf Alliance,5,4,9,Police,Melee,0,-1.9021,37.7676
2014,Africa,Sudan,Armed Assault,Liberation Front Alpha,3,3,6,Police,Unknown,1,-4.3634,23.8963
2014,South Asia,Nepal,Assassination,Shadow Front,2,1,3,Business,Explosives,0,16.4244,86.1558
2014,Middle East,Lebanon,Hostage Taking,Iron Vanguard,0,0,0,Business,Firearms,1,36.0503,40.0574
2014,South Asia,Sri Lanka,Bombing/Explosion,Crimson Path,1,20,21,Civilians,Melee,0,16.7921,77.9034
2014,Europe,Kosovo,Armed Assault,Grey Wolf Alliance,6,16,22,Civilians,Chemical,1,49.4767,32.3647
2014,Central Asia,Kazakhstan,Armed Assault,Shadow Front,1,8,9,Religious,Explosives,1,46.6867,68.4109
2014,Southeast Asia,Philippines,Bombing/Explosion,Northern Covenant,3,2,5,Military,Unknown,1,5.7207,101.57
2014,Central Asia,Kazakhstan,Armed Assault,Grey Wolf Alliance,4,2,6,Government,Melee,1,44.3433,70.9371
2014,Europe,Ukraine,Assassination,Shadow Front,0,1,1,Military,Unknown,1,40.8155,20.0031
2014,South Asia,Bangladesh,Bombing/Explosion,Free Sons Movement,5,2,7,Military,Unknown,1,30.9228,80.2196
2014,Europe,Russia,Bombing/Explosion,Grey Wolf Alliance,1,5,6,Government,Explosives,0,48.931,22.0354
2014,Americas,El Salvador,Bombing/Explosion,Unknown Cell,0,26,26,Government,Firearms,1,10.1256,-85.1057
2014,Europe,Ukraine,Assassination,Grey Wolf Alliance,0,0,0,Police,Vehicle,1,47.2404,31.2852
2014,South Asia,Sri Lanka,Bombing/Explosion,Northern Covenant,7,29,36,Business,Vehicle,1,27.3131,88.9816
2014,Southeast Asia,Thailand,Facility Attack,Eastern Resistance,10,10,20,Civilians,Unknown,1,15.0854,104.1011
2014,Southeast Asia,Myanmar,Assassination,Free Sons Movement,2,1,3,Military,Melee,1,5.4048,95.3708
2014,Central Asia,Tajikistan,Bombing/Explosion,Frontier Guard,21,21,42,Military,Unknown,1,41.2736,79.7634
2014,Europe,Kosovo,Assassination,Iron Vanguard,0,0,0,Business,Melee,0,48.0043,38.4456
2014,Middle East,Iraq,Facility Attack,Shadow Front,1,18,19,Government,Chemical,1,24.1458,43.9527
2014,Europe,Kosovo,Hostage Taking,Black Sun Collective,0,1,1,Religious,Firearms,1,44.4166,31.1443
2014,Africa,Somalia,Bombing/Explosion,Desert Storm Faction,7,14,21,Military,Unknown,1,14.2611,38.7527
2015,Europe,Russia,Bombing/Explosion,Unknown Cell,2,5,7,Police,Unknown,1,48.1819,15.7592
2015,South Asia,India,Bombing/Explosion,Grey Wolf Alliance,31,23,54,Government,Unknown,1,30.6146,81.9146
2015,Africa,Nigeria,Hostage Taking,Black Sun Collective,0,2,2,Religious,Vehicle,1,12.295,16.8952
2015,Europe,Ukraine,Bombing/Explosion,Frontier Guard,5,100,105,Civilians,Vehicle,1,44.9491,39.3227
2015,Southeast Asia,Philippines,Unarmed Assault,Desert Storm Faction,1,1,2,Civilians,Melee,0,17.2208,101.081
2015,Southeast Asia,Thailand,Hijacking,Storm Seekers,0,0,0,Civilians,Firearms,1,12.6158,95.0585
2015,Central Asia,Kyrgyzstan,Facility Attack,Silent Thunder,0,7,7,Religious,Vehicle,1,45.0295,76.8795
2015,Middle East,Afghanistan,Armed Assault,Liberation Front Alpha,16,18,34,Religious,Chemical,1,34.6693,51.7931
2015,Africa,Sudan,Armed Assault,Eastern Resistance,1,9,10,Government,Unknown,1,-0.6509,22.8569
2015,Central Asia,Tajikistan,Bombing/Explosion,Liberation Front Alpha,2,1,3,Police,Unknown,1,42.9451,73.134
2015,Middle East,Pakistan,Bombing/Explosion,Crimson Path,19,20,39,Business,Firearms,1,28.6627,49.5301
2015,Central Asia,Kyrgyzstan,Bombing/Explosion,Red Crescent Brigade,1,0,1,Business,Explosives,1,47.183,79.7407
2015,Africa,Sudan,Facility Attack,Silent Thunder,22,0,22,Police,Chemical,1,15.4065,16.586
2015,Middle East,Yemen,Unarmed Assault,Desert Storm Faction,1,3,4,Business,Chemical,1,30.7544,52.6885
2015,Southeast Asia,Myanmar,Hostage Taking,Silent Thunder,0,0,0,Government,Unknown,0,10.6933,98.5076
2015,Americas,El Salvador,Armed Assault,Crimson Path,3,17,20,Civilians,Vehicle,1,12.0227,-79.8
2015,South Asia,Bangladesh,Bombing/Explosion,Crimson Path,12,27,39,Business,Unknown,0,12.8966,68.0143
2015,Central Asia,Kazakhstan,Armed Assault,Desert Storm Faction,33,17,50,Military,Explosives,1,41.0656,76.337
2015,Americas,Colombia,Unarmed Assault,Red Crescent Brigade,1,2,3,Religious,Firearms,1,5.6219,-86.9731
2015,Middle East,Iraq,Bombing/Explosion,Silent Thunder,17,29,46,Business,Explosives,1,28.6477,47.687
2015,Africa,DRC,Armed Assault,Storm Seekers,5,12,17,Business,Firearms,1,10.4814,39.4258
2015,Americas,Colombia,Assassination,Eastern Resistance,0,1,1,Police,Explosives,1,12.0299,-83.6054
2015,Central Asia,Kyrgyzstan,Hostage Taking,Storm Seekers,0,0,0,Police,Vehicle,1,44.2023,70.2658
2015,Middle East,Yemen,Bombing/Explosion,Iron Vanguard,1,24,25,Civilians,Vehicle,1,25.1288,43.3125
2015,South Asia,India,Armed Assault,Liberation Front Alpha,5,3,8,Government,Unknown,1,23.6938,79.2627
2015,Americas,El Salvador,Bombing/Explosion,Storm Seekers,11,18,29,Civilians,Vehicle,1,18.6765,-75.1643
2015,Americas,El Salvador,Bombing/Explosion,Unknown Cell,3,28,31,Business,Firearms,1,18.9426,-80.2955
2015,Southeast Asia,Philippines,Bombing/Explosion,Desert Storm Faction,27,42,69,Military,Explosives,1,13.3487,122.0679
2015,Middle East,Afghanistan,Assassination,Northern Covenant,1,2,3,Police,Vehicle,1,26.0124,60.2839
2015,Europe,Russia,Bombing/Explosion,Shadow Front,1,9,10,Government,Unknown,1,50.8649,34.3116
2015,South Asia,Sri Lanka,Armed Assault,Crimson Path,0,39,39,Religious,Unknown,1,20.8271,85.1319
2015,Middle East,Iraq,Bombing/Explosion,Eastern Resistance,2,4,6,Police,Firearms,1,36.3067,52.3204
2015,Africa,Ethiopia,Bombing/Explosion,Black Sun Collective,39,77,116,Police,Chemical,0,4.2072,27.3915
2015,Middle East,Afghanistan,Armed Assault,Storm Seekers,11,0,11,Government,Unknown,1,24.8473,43.6205
2015,Europe,Kosovo,Armed Assault,Red Crescent Brigade,0,5,5,Civilians,Firearms,0,50.5064,18.0253
2015,Americas,Mexico,Assassination,Eastern Resistance,0,0,0,Civilians,Vehicle,0,15.9184,-76.0658
2015,Central Asia,Kyrgyzstan,Bombing/Explosion,Desert Storm Faction,11,77,88,Military,Vehicle,1,38.3976,68.0367
2015,Southeast Asia,Indonesia,Bombing/Explosion,Desert Storm Faction,7,29,36,Business,Explosives,1,5.2068,110.7369
2015,Americas,Colombia,Armed Assault,Northern Covenant,8,3,11,Military,Firearms,1,9.8735,-77.9903
2015,Southeast Asia,Indonesia,Armed Assault,Grey Wolf Alliance,8,2,10,Civilians,Firearms,1,11.5936,114.0019
2015,South Asia,Sri Lanka,Facility Attack,Iron Vanguard,0,9,9,Business,Firearms,0,9.7678,80.3212
2015,South Asia,Sri Lanka,Assassination,Desert Storm Faction,0,17,17,Police,Vehicle,0,17.4048,73.4082
2015,Middle East,Yemen,Bombing/Explosion,Unknown Cell,3,24,27,Government,Melee,0,24.3596,55.478
2015,Europe,Kosovo,Assassination,Crimson Path,1,0,1,Business,Firearms,0,41.5279,30.3724
2015,Europe,Russia,Bombing/Explosion,Shadow Front,0,26,26,Police,Chemical,1,49.2772,25.8185
2015,Middle East,Pakistan,Bombing/Explosion,Desert Storm Faction,29,49,78,Police,Firearms,1,24.5193,44.0443
2015,Southeast Asia,Thailand,Armed Assault,Eastern Resistance,5,18,23,Business,Chemical,1,20.6286,120.6614
2015,Europe,Kosovo,Hostage Taking,Frontier Guard,1,1,2,Religious,Unknown,1,46.7223,32.0546
2015,Central Asia,Kyrgyzstan,Bombing/Explosion,Grey Wolf Alliance,12,27,39,Business,Melee,1,42.8968,70.1362
2015,Southeast Asia,Philippines,Bombing/Explosion,Northern Covenant,29,13,42,Government,Melee,0,19.8708,112.833
2015,Africa,Mali,Assassination,Storm Seekers,3,2,5,Police,Melee,0,-0.2038,20.72
2015,Africa,Libya,Assassination,Red Crescent Brigade,0,0,0,Religious,Unknown,0,14.2079,38.4976
2015,Africa,Mali,Assassination,Eastern Resistance,0,2,2,Business,Melee,0,8.8226,16.5429
2015,Americas,Mexico,Bombing/Explosion,Crimson Path,32,3,35,Religious,Unknown,0,17.7719,-84.8567
2015,Central Asia,Tajikistan,Bombing/Explosion,Silent Thunder,28,53,81,Government,Unknown,1,41.75,70.8745
2015,Americas,El Salvador,Armed Assault,Black Sun Collective,1,22,23,Business,Firearms,1,6.441,-86.8893
2015,Europe,Ukraine,Bombing/Explosion,Frontier Guard,85,35,120,Government,Melee,0,45.4571,39.7713
2015,Americas,Honduras,Armed Assault,Frontier Guard,12,62,74,Civilians,Melee,1,13.5541,-65.4576
2016,Europe,Kosovo,Armed Assault,Shadow Front,7,4,11,Civilians,Firearms,1,44.336,35.0325
2016,Central Asia,Kazakhstan,Bombing/Explosion,Silent Thunder,32,25,57,Religious,Chemical,1,39.2742,66.4384
2016,Europe,Russia,Bombing/Explosion,Frontier Guard,15,7,22,Religious,Unknown,1,40.1183,23.4401
2016,Africa,Libya,Armed Assault,Unknown Cell,11,1,12,Business,Firearms,1,10.0915,34.0552
2016,Africa,Mali,Bombing/Explosion,Free Sons Movement,46,10,56,Police,Chemical,1,14.0588,15.499
2016,South Asia,India,Unarmed Assault,Crimson Path,0,2,2,Police,Explosives,1,23.9674,91.3781
2016,Middle East,Iraq,Bombing/Explosion,Red Crescent Brigade,0,31,31,Military,Vehicle,1,29.9736,40.8036
2016,Africa,Somalia,Bombing/Explosion,Black Sun Collective,41,49,90,Police,Unknown,1,9.4909,29.1909
2016,South Asia,Sri Lanka,Bombing/Explosion,Unknown Cell,2,3,5,Police,Explosives,1,19.5475,71.6093
2016,Central Asia,Kyrgyzstan,Hostage Taking,Eastern Resistance,1,3,4,Police,Explosives,1,40.7172,78.2271
2016,Central Asia,Kyrgyzstan,Armed Assault,Frontier Guard,4,8,12,Military,Explosives,1,44.1564,77.5733
2016,Africa,Sudan,Hostage Taking,Black Sun Collective,0,3,3,Military,Chemical,0,12.082,15.3882
2016,South Asia,Nepal,Armed Assault,Frontier Guard,8,4,12,Police,Melee,1,15.5576,73.5415
2016,Middle East,Lebanon,Unarmed Assault,Shadow Front,1,9,10,Police,Firearms,1,24.841,56.679
2016,Americas,Peru,Armed Assault,Iron Vanguard,0,4,4,Police,Explosives,1,19.4836,-67.2703
2016,Africa,DRC,Bombing/Explosion,Northern Covenant,14,4,18,Business,Melee,0,1.4965,15.0591
2016,Southeast Asia,Myanmar,Facility Attack,Unknown Cell,0,12,12,Military,Vehicle,1,17.9321,97.6992
